listed_species,prey_diet_binomial,prey_diet_binomial_updates,order_listed,class_listed,family_listed,order_prey,class_prey,family_prey
Buteo swainsoni,Phaneroptera nana,Phaneroptera nana,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Tettigoniidae
Buteo swainsoni,Acanthoscelides aureolus,Acanthoscelides aureolus,Accipitriformes,Aves,Accipitridae,Coleoptera,Insecta,Chrysomelidae
Buteo swainsoni,Allotruxalis strigata,Allotruxalis gracilis,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Canthon simplex,Canthon simplex,Accipitriformes,Aves,Accipitridae,Coleoptera,Insecta,Scarabaeidae
Buteo swainsoni,Cicindela willistoni,Cicindela willistoni,Accipitriformes,Aves,Accipitridae,Coleoptera,Insecta,Carabidae
Buteo swainsoni,Diceroprocta apache,Diceroprocta apache,Accipitriformes,Aves,Accipitridae,Hemiptera,Insecta,Cicadidae
Buteo swainsoni,Gryllus lineaticeps,Gryllus lineaticeps,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Gryllidae
Buteo swainsoni,Latrodectus hesperus,Latrodectus hesperus,Accipitriformes,Aves,Accipitridae,Araneae,Arachnida,Theridiidae
Buteo swainsoni,Liometopum occidentale,Liometopum occidentale,Accipitriformes,Aves,Accipitridae,Hymenoptera,Insecta,Formicidae
Buteo swainsoni,Ophryastes desertus,Ophryastes desertus,Accipitriformes,Aves,Accipitridae,Coleoptera,Insecta,Curculionidae
Buteo swainsoni,Schistocerca nitens,Schistocerca nitens,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Stagmomantis californica,Stagmomantis californica,Accipitriformes,Aves,Accipitridae,Mantodea,Insecta,Mantidae
Buteo swainsoni,Dichroplus elongatus,Dichroplus elongatus,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Dichroplus elongatus,Dichroplus elongatus,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Dichroplus pratensis,Dichroplus pratensis,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Dichroplus punctulatus,Baeacris punctulata,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Dichroplus vittatus,Dichroplus vittatus,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Diponthus argentinus,Diponthus argentinus,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Romaleidae
Buteo swainsoni,Rhammatocerus pictus,Rhammatocerus pictus,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Rhammatocerus pictus,Rhammatocerus pictus,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Staurorhectus longicornis,Staurorhectus longicornis,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Xyleus laevipes,Xyleus laevipes,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Romaleidae
Buteo swainsoni,Acanthoscelides aureolus,Acanthoscelides aureolus,Accipitriformes,Aves,Accipitridae,Coleoptera,Insecta,Chrysomelidae
Buteo swainsoni,Schistocerca nitens,Schistocerca nitens,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Melanoplus femurrubrum,Melanoplus femurrubrum,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Buteo swainsoni,Thomomys bottae,Thomomys bottae,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Geomyidae
Charadrius alexandrinus nivosus,Acmaeodera robusta,Acmaeodera robusta,Charadriiformes,Aves,Charadriidae,Coleoptera,Insecta,Buprestidae
Charadrius alexandrinus nivosus,Alitta succinea,Alitta succinea,Charadriiformes,Aves,Charadriidae,Phyllodocida,Polychaeta,Nereididae
Charadrius alexandrinus nivosus,Cirrula hians,Cirrula hians,Charadriiformes,Aves,Charadriidae,Diptera,Insecta,Ephydridae
Charadrius alexandrinus nivosus,Dicheirus piceus,Dicheirus piceus,Charadriiformes,Aves,Charadriidae,Coleoptera,Insecta,Carabidae
Charadrius alexandrinus nivosus,Emerita analoga,Emerita analoga,Charadriiformes,Aves,Charadriidae,Decapoda,Malacostraca,Hippidae
Charadrius alexandrinus nivosus,Pachygrapsus crassipes,Pachygrapsus crassipes,Charadriiformes,Aves,Charadriidae,Decapoda,Malacostraca,Grapsidae
Charadrius alexandrinus nivosus,Philolithus elatus,Philolithus elatus,Charadriiformes,Aves,Charadriidae,Coleoptera,Insecta,Tenebrionidae
Charadrius alexandrinus nivosus,Cicindela willistoni,Cicindela willistoni,Charadriiformes,Aves,Charadriidae,Coleoptera,Insecta,Carabidae
Charadrius alexandrinus nivosus,Cicindela willistoni,Cicindela willistoni,Charadriiformes,Aves,Charadriidae,Coleoptera,Insecta,Carabidae
Charadrius alexandrinus nivosus,Cirrula hians,Cirrula hians,Charadriiformes,Aves,Charadriidae,Diptera,Insecta,Ephydridae
Charadrius alexandrinus nivosus,Condylostylus longicornis,Condylostylus longicornis,Charadriiformes,Aves,Charadriidae,Diptera,Insecta,Dolichopodidae
Charadrius alexandrinus nivosus,Emerita analoga,Emerita analoga,Charadriiformes,Aves,Charadriidae,Decapoda,Malacostraca,Hippidae
Charadrius alexandrinus nivosus,Eutrichota affinis,Eutrichota affinis,Charadriiformes,Aves,Charadriidae,Diptera,Insecta,Anthomyiidae
Charadrius alexandrinus nivosus,Nassarius fossatus,Nassarius fossatus,Charadriiformes,Aves,Charadriidae,Neogastropoda,Gastropoda,Nassariidae
Charadrius alexandrinus nivosus,Pholetesor salalicus,Pholetesor salalicus,Charadriiformes,Aves,Charadriidae,Hymenoptera,Insecta,Braconidae
Charadrius alexandrinus nivosus,Pseudopsis montoraria,Pseudopsis montoraria,Charadriiformes,Aves,Charadriidae,Coleoptera,Insecta,Staphylinidae
Charadrius alexandrinus nivosus,Saldula pallipes,Saldula pallipes,Charadriiformes,Aves,Charadriidae,Hemiptera,Insecta,Saldidae
Dipodomys ingens,Bromus rubens,Bromus rubens,Rodentia,Mammalia,Heteromyidae,Poales,Liliopsida,Poaceae
Dipodomys ingens,Erodium cicutarium,Erodium cicutarium,Rodentia,Mammalia,Heteromyidae,Geraniales,Magnoliopsida,Geraniaceae
Dipodomys ingens,Schismus arabicus,Schismus arabicus,Rodentia,Mammalia,Heteromyidae,Poales,Liliopsida,Poaceae
Dipodomys ingens,Calandrinia ciliata,Calandrinia ciliata,Rodentia,Mammalia,Heteromyidae,Caryophyllales,Magnoliopsida,Montiaceae
Dipodomys ingens,Festuca microstachys,Festuca microstachys,Rodentia,Mammalia,Heteromyidae,Poales,Liliopsida,Poaceae
Dipodomys ingens,Lasthenia californica,Lasthenia californica,Rodentia,Mammalia,Heteromyidae,Asterales,Magnoliopsida,Asteraceae
Dipodomys ingens,Lepidium nitidum,Lepidium nitidum,Rodentia,Mammalia,Heteromyidae,Brassicales,Magnoliopsida,Brassicaceae
Dipodomys ingens,Bromus rubens,Bromus rubens,Rodentia,Mammalia,Heteromyidae,Poales,Liliopsida,Poaceae
Dipodomys ingens,Erodium cicutarium,Erodium cicutarium,Rodentia,Mammalia,Heteromyidae,Geraniales,Magnoliopsida,Geraniaceae
Dipodomys ingens,Atriplex canescens,Atriplex canescens,Rodentia,Mammalia,Heteromyidae,Caryophyllales,Magnoliopsida,Amaranthaceae
Dipodomys ingens,Lepidium nitidum,Lepidium nitidum,Rodentia,Mammalia,Heteromyidae,Brassicales,Magnoliopsida,Brassicaceae
Dipodomys ingens,Oenothera californica,Oenothera californica,Rodentia,Mammalia,Heteromyidae,Myrtales,Magnoliopsida,Onagraceae
Dipodomys ingens,Plantago ovata,Plantago ovata,Rodentia,Mammalia,Heteromyidae,Lamiales,Magnoliopsida,Plantaginaceae
Dipodomys ingens,Pseudognaphalium californicum,Pseudognaphalium californicum,Rodentia,Mammalia,Heteromyidae,Asterales,Magnoliopsida,Asteraceae
Gambelia sila,Apis mellifera,Apis mellifera,Squamata,Squamata,Crotaphytidae,Hymenoptera,Insecta,Apidae
Gambelia sila,Tetranychus urticae,Tetranychus urticae,Squamata,Squamata,Crotaphytidae,Trombidiformes,Arachnida,Tetranychidae
Gambelia sila,Bactericera cockerelli,Bactericera cockerelli,Squamata,Squamata,Crotaphytidae,Hemiptera,Insecta,Triozidae
Gambelia sila,Canthon simplex,Canthon simplex,Squamata,Squamata,Crotaphytidae,Coleoptera,Insecta,Scarabaeidae
Gambelia sila,Cicindela willistoni,Cicindela willistoni,Squamata,Squamata,Crotaphytidae,Coleoptera,Insecta,Carabidae
Gambelia sila,Cryptoglossa muricata,Cryptoglossa muricata,Squamata,Squamata,Crotaphytidae,Coleoptera,Insecta,Tenebrionidae
Gambelia sila,Gryllus lineaticeps,Gryllus lineaticeps,Squamata,Squamata,Crotaphytidae,Orthoptera,Insecta,Gryllidae
Gambelia sila,Hippodamia convergens,Hippodamia convergens,Squamata,Squamata,Crotaphytidae,Coleoptera,Insecta,Coccinellidae
Gambelia sila,Latrodectus hesperus,Latrodectus hesperus,Squamata,Squamata,Crotaphytidae,Araneae,Arachnida,Theridiidae
Gambelia sila,Liometopum occidentale,Liometopum occidentale,Squamata,Squamata,Crotaphytidae,Hymenoptera,Insecta,Formicidae
Gambelia sila,Ophryastes desertus,Ophryastes desertus,Squamata,Squamata,Crotaphytidae,Coleoptera,Insecta,Curculionidae
Gambelia sila,Paruroctonus silvestrii,Paruroctonus silvestrii,Squamata,Squamata,Crotaphytidae,Scorpiones,Arachnida,Vaejovidae
Gambelia sila,Reticulotermes hesperus,Reticulitermes hesperus,Squamata,Squamata,Crotaphytidae,Blattodea,Insecta,Rhinotermitidae
Gambelia sila,Sceloporus occidentalis,Sceloporus occidentalis,Squamata,Squamata,Crotaphytidae,Squamata,Squamata,Phrynosomatidae
Gambelia sila,Schistocerca nitens,Schistocerca nitens,Squamata,Squamata,Crotaphytidae,Orthoptera,Insecta,Acrididae
Gambelia sila,Schoenomyza dorsalis,Schoenomyza dorsalis,Squamata,Squamata,Crotaphytidae,Diptera,Insecta,Muscidae
Gambelia sila,toxomerus marginatus,Toxomerus marginatus,Squamata,Squamata,Crotaphytidae,Diptera,Insecta,Syrphidae
Gambelia sila,toxomerus marginatus,Toxomerus marginatus,Squamata,Squamata,Crotaphytidae,Diptera,Insecta,Syrphidae
Gambelia sila,Vespula pensylvanica,Vespula pensylvanica,Squamata,Squamata,Crotaphytidae,Hymenoptera,Insecta,Vespidae
Gambelia sila,Aspidoscelis tigris mundu,Aspidoscelis tigris mundu,Squamata,Squamata,Crotaphytidae,Squamata,Squamata,Teiidae
Gambelia sila,Diceroprocta apache,Diceroprocta apache,Squamata,Squamata,Crotaphytidae,Hemiptera,Insecta,Cicadidae
Gambelia sila,Gryllus lineaticeps,Gryllus lineaticeps,Squamata,Squamata,Crotaphytidae,Orthoptera,Insecta,Gryllidae
Gambelia sila,Melanoplus devastator,Melanoplus devastator,Squamata,Squamata,Crotaphytidae,Orthoptera,Insecta,Acrididae
Gambelia sila,Okanagana pallidula,Okanagana pallidula,Squamata,Squamata,Crotaphytidae,Hemiptera,Insecta,Cicadidae
Gambelia sila,Okanagana triangulata,Okanagana triangulata,Squamata,Squamata,Crotaphytidae,Hemiptera,Insecta,Cicadidae
Gambelia sila,Phrynosoma coronatum frontale,Phrynosoma coronatum frontale,Squamata,Squamata,Crotaphytidae,Squamata,Squamata,Phrynosomatidae
Gambelia sila,Sceloporus magister uniformis,Sceloporus magister uniformis,Squamata,Squamata,Crotaphytidae,Squamata,Squamata,Phrynosomatidae
Gambelia sila,Schistocerca nitens,Schistocerca nitens,Squamata,Squamata,Crotaphytidae,Orthoptera,Insecta,Acrididae
Gambelia sila,Trimerotropis californica,Trimerotropis californica,Squamata,Squamata,Crotaphytidae,Orthoptera,Insecta,Acrididae
Gambelia sila,Uta stansburiana elegans,Uta stansburiana elegans,Squamata,Squamata,Crotaphytidae,Squamata,Squamata,Phrynosomatidae
Gambelia sila,Gryllus assimilis,Gryllus assimilis,Squamata,Squamata,Crotaphytidae,Orthoptera,Insecta,Gryllidae
Gambelia sila,Paracotalpa ursina,Paracotalpa ursina,Squamata,Squamata,Crotaphytidae,Coleoptera,Insecta,Scarabaeidae
Grus canadensis tabida,Zea mays,Zea mays,Gruiformes,Aves,Gruidae,Poales,Liliopsida,Poaceae
Grus canadensis tabida,Oryza sativa,Oryza sativa,Gruiformes,Aves,Gruidae,Poales,Liliopsida,Poaceae
Grus canadensis tabida,Triticum aestivum,Triticum aestivum,Gruiformes,Aves,Gruidae,Poales,Liliopsida,Poaceae
Grus canadensis,Hordeum vulgare,Hordeum vulgare,Gruiformes,Aves,Gruidae,Poales,Liliopsida,Poaceae
Haliaeetus leucocephalus,Porichthys notatus,Porichthys notatus,Accipitriformes,Aves,Accipitridae,Batrachoidiformes,Teleostei,Batrachoididae
Haliaeetus leucocephalus,Anser rossii,Chen rossii,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Bos taurus,Bos taurus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Antigone canadensis,Grus canadensis,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Gruidae
Haliaeetus leucocephalus,Antilocapra americana,Antilocapra americana,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Antilocapridae
Haliaeetus leucocephalus,Cerorhinca monocerata,Cerorhinca monocerata,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Cervus canadensis,Cervus elaphus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Rattus rattus,Rattus rattus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Muridae
Haliaeetus leucocephalus,Eugerres plumieri,Eugerres plumieri,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Gerreidae
Haliaeetus leucocephalus,Archosargus probaatocephalus,Archosargus probatocephalus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Sparidae
Haliaeetus leucocephalus,Ardea alba,Ardea alba,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Ardea alba,Ardea alba,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Ardea herodias,Ardea herodias,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Ariopsis felis,Ariopsis felis,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ariidae
Haliaeetus leucocephalus,Aythya affinis,Aythya affinis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Buteo lineatus,Buteo lineatus,Accipitriformes,Aves,Accipitridae,Accipitriformes,Aves,Accipitridae
Haliaeetus leucocephalus,Cantherhines pullus,Cantherhines pullus,Accipitriformes,Aves,Accipitridae,Tetraodontiformes,Teleostei,Monacanthidae
Haliaeetus leucocephalus,Caranx hippos,Caranx hippos,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Carangidae
Haliaeetus leucocephalus,Chilomycterus schoepfi,Chilomycterus schoepfii,Accipitriformes,Aves,Accipitridae,Tetraodontiformes,Teleostei,Diodontidae
Haliaeetus leucocephalus,Corvus brachyrhynchos,Corvus brachyrhynchos,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Cynoscion nebulosus,Cynoscion nebulosus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Sciaenidae
Haliaeetus leucocephalus,Dendrocygna bicolor,Dendrocygna bicolor,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Egretta caerulea,Egretta caerulea,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Egretta rufescens,Egretta rufescens,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Egretta tricolor,Egretta tricolor,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Elops saurus,Elops saurus,Accipitriformes,Aves,Accipitridae,Elopiformes,Teleostei,Elopidae
Haliaeetus leucocephalus,Eudocimus albus,Eudocimus albus,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Threskiornithidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Himantopus mexicanus,Himantopus mexicanus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Recurvirostridae
Haliaeetus leucocephalus,Larus delawarensis,Larus delawarensis,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Larus occidentalis,Larus occidentalis,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Leptuca crenulata,Leptuca crenulata,Accipitriformes,Aves,Accipitridae,Decapoda,Malacostraca,Ocypodidae
Haliaeetus leucocephalus,Leucophaeus atricilla,Leucophaeus atricilla,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Lutjanus peru,Lutjanus peru,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Lutjanidae
Haliaeetus leucocephalus,Malaclemys terrapin,Malaclemys terrapin,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Emydidae
Haliaeetus leucocephalus,Mergus serrator,Mergus serrator,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Mugil cephalus,Mugil cephalus,Accipitriformes,Aves,Accipitridae,Mugiliformes,Teleostei,Mugilidae
Haliaeetus leucocephalus,Mycteria americana,Mycteria americana,Accipitriformes,Aves,Accipitridae,Ciconiiformes,Aves,Ciconiidae
Haliaeetus leucocephalus,Nannopterum auritum,Phalacrocorax auritus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Nycticorax violaceus,Nyctanassa violacea,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Opsanus tau,Opsanus tau,Accipitriformes,Aves,Accipitridae,Batrachoidiformes,Teleostei,Batrachoididae
Haliaeetus leucocephalus,Pandion haliaetus,Pandion haliaetus,Accipitriformes,Aves,Accipitridae,Accipitriformes,Aves,Pandionidae
Haliaeetus leucocephalus,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Pelecanidae
Haliaeetus leucocephalus,Pelecanus occidentalis,Pelecanus occidentalis,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Pelecanidae
Haliaeetus leucocephalus,Platalea ajaja,Platalea ajaja,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Threskiornithidae
Haliaeetus leucocephalus,Podiceps auritus,Podiceps auritus,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Podilymbus podiceps,Podilymbus podiceps,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Podilymbus podiceps,Podilymbus podiceps,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Sciaenops ocellatus,Sciaenops ocellatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Sciaenidae
Haliaeetus leucocephalus,Sphyraena barracuda,Sphyraena barracuda,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Sphyraenidae
Haliaeetus leucocephalus,Strongylura exilis,Strongylura exilis,Accipitriformes,Aves,Accipitridae,Beloniformes,Teleostei,Belonidae
Haliaeetus leucocephalus,Thalasseus maximus,Thalasseus maximus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Felis catus,Felis catus,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Felidae
Haliaeetus leucocephalus,Bos taurus,Bos taurus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Mus musculus,Mus musculus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Muridae
Haliaeetus leucocephalus,Aechmophorus occidentalis,Aechmophorus occidentalis,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aphelocoma californica,Aphelocoma californica,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Ardenna grisea,Puffinus griseus,Accipitriformes,Aves,Accipitridae,Procellariiformes,Aves,Procellariidae
Haliaeetus leucocephalus,Atherinopsis californiensis,Atherinopsis californiensis,Accipitriformes,Aves,Accipitridae,Atheriniformes,Teleostei,Atherinopsidae
Haliaeetus leucocephalus,Cephaloscyllium ventriosum,Cephaloscyllium ventriosum,Accipitriformes,Aves,Accipitridae,Carcharhiniformes,Elasmobranchii,Scyliorhinidae
Haliaeetus leucocephalus,Cheilopogon pinnatibarbatus,Cheilopogon pinnatibarbatus,Accipitriformes,Aves,Accipitridae,Beloniformes,Teleostei,Exocoetidae
Haliaeetus leucocephalus,Embiotoca jacksoni,Embiotoca jacksoni,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Embiotocidae
Haliaeetus leucocephalus,Engyophrys sanctilaurentii,Engyophrys sanctilaurentii,Accipitriformes,Aves,Accipitridae,Pleuronectiformes,Teleostei,Bothidae
Haliaeetus leucocephalus,Gavia immer,Gavia immer,Accipitriformes,Aves,Accipitridae,Gaviiformes,Aves,Gaviidae
Haliaeetus leucocephalus,Genyonemus lineatus,Genyonemus lineatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Sciaenidae
Haliaeetus leucocephalus,Girella nigricans,Girella nigricans,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Kyphosidae
Haliaeetus leucocephalus,Gymnothorax mordax,Gymnothorax mordax,Accipitriformes,Aves,Accipitridae,Anguilliformes,Teleostei,Muraenidae
Haliaeetus leucocephalus,Hypsypops rubicundus,Hypsypops rubicundus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Pomacentridae
Haliaeetus leucocephalus,Larus occidentalis,Larus occidentalis,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Lepomis cyanellus,Lepomis cyanellus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Oceanodroma furcata,Oceanodroma furcata,Accipitriformes,Aves,Accipitridae,Procellariiformes,Aves,Hydrobatidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Otospermophilus beecheyi,Otospermophilus beecheyi,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Paralabrax clathratus,Paralabrax clathratus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Serranidae
Haliaeetus leucocephalus,Paralabrax clathratus,Paralabrax clathratus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Serranidae
Haliaeetus leucocephalus,Pelecanus occidentalis,Pelecanus occidentalis,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Pelecanidae
Haliaeetus leucocephalus,Phaethon aethereus,Phaethon aethereus,Accipitriformes,Aves,Accipitridae,Phaethontiformes,Aves,Phaethontidae
Haliaeetus leucocephalus,Phoca vitulina,Phoca vitulina,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Phocidae
Haliaeetus leucocephalus,Platyrhinoidis triseriata,Platyrhinoidis triseriata,Accipitriformes,Aves,Accipitridae,Rhinopristiformes,Elasmobranchii,Rhinobatidae
Haliaeetus leucocephalus,Pluvialis squatarola,Pluvialis squatarola,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Charadriidae
Haliaeetus leucocephalus,Porichthys notatus,Porichthys notatus,Accipitriformes,Aves,Accipitridae,Batrachoidiformes,Teleostei,Batrachoididae
Haliaeetus leucocephalus,Pteroplatytrygon violacea,Pteroplatytrygon violacea,Accipitriformes,Aves,Accipitridae,Myliobatiformes,Elasmobranchii,Dasyatidae
Haliaeetus leucocephalus,Scomber japonicus,Scomber japonicus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Scombridae
Haliaeetus leucocephalus,Sebastes mystinus,Sebastes mystinus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Sebastidae
Haliaeetus leucocephalus,Semicossyphus pulcher,Semicossyphus pulcher,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Labridae
Haliaeetus leucocephalus,Spilogale gracilis,Spilogale gracilis,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Mephitidae
Haliaeetus leucocephalus,Triakis semifasciata,Triakis semifasciata,Accipitriformes,Aves,Accipitridae,Carcharhiniformes,Elasmobranchii,Triakidae
Haliaeetus leucocephalus,Uria aalge,Uria aalge,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Urile penicillatus,Urile penicillatus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Urocyon littoralis,Urocyon littoralis,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Canidae
Haliaeetus leucocephalus,zalophus californianus,Zalophus californianus,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Otariidae
Haliaeetus leucocephalus,Alces alces,Alces alces,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Calidris alpina,Calidris alpina,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Scolopacidae
Haliaeetus leucocephalus,Melanitta fusca,Melanitta fusca,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Melanitta perspicillata,Melanitta perspicillata,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Oncorhynchus keta,Oncorhynchus keta,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Uria aalge,Uria aalge,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Odocoileus virginianus,Odocoileus virginianus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
